numero_pedido,numero_linha_pedido,status_pedido,id_trimestre,id_mes,id_ano,linha_produto,codigo_produto,preco_sugerido,quantidade_solicitada,preco_unitario,valor_total,porte_negocio,nome_cliente,data
10367,3,Resolvido,1,1,2005,Carros Antigos,S18_1749,170,37,100.0,4703.81,Médio,Toys4GrownUps.com,12-01-2005
10379,2,Enviado,1,2,2005,Carros Antigos,S18_1749,170,39,100.0,5399.55,Médio,Euro Shopping Channel,10-02-2005
10407,2,Em espera,2,4,2005,Carros Antigos,S18_1749,170,76,100.0,14082.8,Grande,The Sharp Gifts Warehouse,22-04-2005
10420,5,Em processamento,2,5,2005,Carros Antigos,S18_1749,170,37,100.0,5283.6,Médio,Souveniers And Things Co.,29-05-2005
10108,2,Enviado,1,3,2003,Carros Clássicos,S18_1889,77,38,82.39,3130.82,Médio,Cruz & Sons Co.,03-03-2003
10122,6,Enviado,2,5,2003,Carros Clássicos,S18_1889,77,43,72.38,3112.34,Médio,Marseille Mini Autos,08-05-2003
10135,3,Enviado,3,7,2003,Carros Clássicos,S18_1889,77,48,79.31,3806.88,Médio,Mini Gifts Distributors Ltd.,02-07-2003
10147,3,Enviado,3,9,2003,Carros Clássicos,S18_1889,77,26,82.39,2142.14,Pequeno,Collectables For Less Inc.,05-09-2003
10160,4,Enviado,4,10,2003,Carros Clássicos,S18_1889,77,38,88.55,3364.9,Médio,"Men 'R' US Retailers, Ltd.",11-10-2003
10170,2,Enviado,4,11,2003,Carros Clássicos,S18_1889,77,20,63.14,1262.8,Pequeno,Mini Auto Werke,04-11-2003
10181,10,Enviado,4,11,2003,Carros Clássicos,S18_1889,77,22,73.92,1626.24,Pequeno,Herkku Gifts,12-11-2003
10192,15,Enviado,4,11,2003,Carros Clássicos,S18_1889,77,45,90.86,4088.7,Médio,Online Diecast Creations Co.,20-11-2003
10203,4,Enviado,4,12,2003,Carros Clássicos,S18_1889,77,45,85.47,3846.15,Médio,Euro Shopping Channel,02-12-2003
10212,14,Enviado,1,1,2004,Carros Clássicos,S18_1889,77,20,66.99,1339.8,Pequeno,Euro Shopping Channel,16-01-2004
10225,5,Enviado,1,2,2004,Carros Clássicos,S18_1889,77,47,64.68,3039.96,Médio,"Vida Sport, Ltd",22-02-2004
10239,4,Enviado,2,4,2004,Carros Clássicos,S18_1889,77,46,73.92,3400.32,Médio,"Oulu Toy Supplies, Inc.",12-04-2004
10253,9,Cancelado,2,6,2004,Carros Clássicos,S18_1889,77,23,83.93,1930.39,Pequeno,"UK Collectables, Ltd.",01-06-2004
10266,10,Enviado,3,7,2004,Carros Clássicos,S18_1889,77,33,74.69,2464.77,Pequeno,L'ordine Souveniers,06-07-2004
10278,10,Enviado,3,8,2004,Carros Clássicos,S18_1889,77,29,90.86,2634.94,Pequeno,Signal Gift Stores,06-08-2004
10287,8,Enviado,3,8,2004,Carros Clássicos,S18_1889,77,44,82.39,3625.16,Médio,"Vida Sport, Ltd",30-08-2004
10300,1,Enviado,4,10,2003,Carros Clássicos,S18_1889,77,41,92.4,3788.4,Médio,"Blauer See Auto, Co.",04-10-2003
10310,6,Enviado,4,10,2004,Carros Clássicos,S18_1889,77,20,91.63,1832.6,Pequeno,"Toms Spezialitten, Ltd",16-10-2004
10321,14,Enviado,4,11,2004,Carros Clássicos,S18_1889,77,37,78.54,2905.98,Pequeno,FunGiftIdeas.com,04-11-2004
10329,9,Enviado,4,11,2004,Carros Clássicos,S18_1889,77,29,100.0,2954.81,Pequeno,Land of Toys Inc.,15-11-2004
10342,1,Enviado,4,11,2004,Carros Clássicos,S18_1889,77,55,65.45,3599.75,Médio,"Australian Collectors, Co.",24-11-2004
10363,7,Enviado,1,1,2005,Carros Clássicos,S18_1889,77,22,100.0,3686.54,Médio,Suominen Souveniers,06-01-2005
10377,4,Enviado,1,2,2005,Carros Clássicos,S18_1889,77,31,67.76,2100.56,Pequeno,"Toys of Finland, Co.",09-02-2005
10389,3,Enviado,1,3,2005,Carros Clássicos,S18_1889,77,49,79.22,3881.78,Médio,Scandinavian Gift Ideas,03-03-2005
10405,4,Enviado,2,4,2005,Carros Clássicos,S18_1889,77,61,73.92,4509.12,Médio,Mini Caravy,14-04-2005
10419,9,Enviado,2,5,2005,Carros Clássicos,S18_1889,77,39,83.93,3273.27,Médio,Salzburg Collectables,17-05-2005
10109,3,Enviado,1,3,2003,Carros Clássicos,S18_1984,142,38,100.0,4432.7,Médio,Motor Mint Distributors Inc.,10-03-2003
10122,1,Enviado,2,5,2003,Carros Clássicos,S18_1984,142,31,100.0,4100.99,Médio,Marseille Mini Autos,08-05-2003
10136,1,Enviado,3,7,2003,Carros Clássicos,S18_1984,142,36,100.0,5274.72,Médio,Alpha Cognac,04-07-2003
10148,12,Enviado,3,9,2003,Carros Clássicos,S18_1984,142,25,100.0,4232.0,Médio,"Anna's Decorations, Ltd",11-09-2003
10161,11,Enviado,4,10,2003,Carros Clássicos,S18_1984,142,48,100.0,6145.44,Médio,Heintze Collectables,17-10-2003
10171,1,Enviado,4,11,2003,Carros Clássicos,S18_1984,142,35,100.0,4680.2,Médio,Quebec Home Shopping Network,05-11-2003
10181,5,Enviado,4,11,2003,Carros Clássicos,S18_1984,142,21,100.0,3286.08,Médio,Herkku Gifts,12-11-2003
10192,10,Enviado,4,11,2003,Carros Clássicos,S18_1984,142,47,100.0,7421.3,Grande,Online Diecast Creations Co.,20-11-2003
10204,16,Enviado,4,12,2003,Carros Clássicos,S18_1984,142,38,100.0,6432.64,Médio,Muscle Machine Inc,02-12-2003
10212,9,Enviado,1,1,2004,Carros Clássicos,S18_1984,142,41,100.0,4840.87,Médio,Euro Shopping Channel,16-01-2004
10226,7,Enviado,1,2,2004,Carros Clássicos,S18_1984,142,24,100.0,3892.08,Médio,Collectable Mini Designs Co.,26-02-2004
10240,2,Enviado,2,4,2004,Carros Clássicos,S18_1984,142,37,100.0,5526.32,Médio,Osaka Souveniers Co.,13-04-2004
10253,4,Cancelado,2,6,2004,Carros Clássicos,S18_1984,142,33,100.0,4459.62,Médio,"UK Collectables, Ltd.",01-06-2004
10266,5,Enviado,3,7,2004,Carros Clássicos,S18_1984,142,49,100.0,6203.4,Médio,L'ordine Souveniers,06-07-2004
10278,5,Enviado,3,8,2004,Carros Clássicos,S18_1984,142,29,100.0,3754.05,Médio,Signal Gift Stores,06-08-2004
10287,3,Enviado,3,8,2004,Carros Clássicos,S18_1984,142,24,100.0,3516.48,Médio,"Vida Sport, Ltd",30-08-2004
10301,7,Enviado,4,10,2003,Carros Clássicos,S18_1984,142,47,100.0,7488.04,Grande,"Norway Gifts By Mail, Co.",05-10-2003
10310,1,Enviado,4,10,2004,Carros Clássicos,S18_1984,142,24,100.0,3448.08,Médio,"Toms Spezialitten, Ltd",16-10-2004
10321,9,Enviado,4,11,2004,Carros Clássicos,S18_1984,142,25,100.0,3734.0,Médio,FunGiftIdeas.com,04-11-2004
10331,8,Enviado,4,11,2004,Carros Clássicos,S18_1984,142,30,32.47,974.1,Pequeno,Motor Mint Distributors Inc.,17-11-2004
10342,3,Enviado,4,11,2004,Carros Clássicos,S18_1984,142,22,100.0,3160.74,Médio,"Australian Collectors, Co.",24-11-2004
10356,2,Enviado,4,12,2004,Carros Clássicos,S18_1984,142,27,64.69,1746.63,Pequeno,Lyon Souveniers,09-12-2004
10366,3,Enviado,1,1,2005,Carros Clássicos,S18_1984,142,34,100.0,4207.84,Médio,Royale Belge,10-01-2005
10377,6,Enviado,1,2,2005,Carros Clássicos,S18_1984,142,36,100.0,4352.76,Médio,"Toys of Finland, Co.",09-02-2005
10390,15,Enviado,1,3,2005,Carros Clássicos,S18_1984,142,34,43.05,1463.7,Pequeno,Mini Gifts Distributors Ltd.,04-03-2005
10406,2,Em disputa,2,4,2005,Carros Clássicos,S18_1984,142,48,100.0,7169.28,Grande,Danish Wholesale Imports,15-04-2005
10419,4,Enviado,2,5,2005,Carros Clássicos,S18_1984,142,34,100.0,4594.76,Médio,Salzburg Collectables,17-05-2005
10104,8,Enviado,1,1,2003,Carros Clássicos,S18_2238,163,24,100.0,3457.92,Médio,Euro Shopping Channel,31-01-2003
10115,4,Enviado,2,4,2003,Carros Clássicos,S18_2238,163,46,100.0,7381.16,Grande,Classic Legends Inc.,04-04-2003
10127,10,Enviado,2,6,2003,Carros Clássicos,S18_2238,163,45,100.0,7146.9,Grande,Muscle Machine Inc,03-06-2003
10141,4,Enviado,3,8,2003,Carros Clássicos,S18_2238,163,39,100.0,5938.53,Médio,Suominen Souveniers,01-08-2003
10151,2,Enviado,3,9,2003,Carros Clássicos,S18_2238,163,43,100.0,7110.91,Grande,"Oulu Toy Supplies, Inc.",21-09-2003
10165,11,Enviado,4,10,2003,Carros Clássicos,S18_2238,163,29,100.0,5032.95,Médio,"Dragon Souveniers, Ltd.",22-10-2003
10176,10,Enviado,4,11,2003,Carros Clássicos,S18_2238,163,20,100.0,3667.6,Médio,L'ordine Souveniers,06-11-2003
10184,5,Enviado,4,11,2003,Carros Clássicos,S18_2238,163,46,100.0,7381.16,Grande,"Iberia Gift Imports, Corp.",14-11-2003
10195,5,Enviado,4,11,2003,Carros Clássicos,S18_2238,163,27,100.0,5128.11,Médio,Mini Classics,25-11-2003
10207,6,Enviado,4,12,2003,Carros Clássicos,S18_2238,163,44,100.0,7060.24,Grande,Diecast Collectables,09-12-2003
10219,1,Enviado,1,2,2004,Carros Clássicos,S18_2238,163,43,100.0,8448.64,Grande,Signal Collectibles Ltd.,10-02-2004
10230,8,Enviado,1,3,2004,Carros Clássicos,S18_2238,163,49,100.0,7300.51,Grande,"Blauer See Auto, Co.",15-03-2004
10246,4,Enviado,2,5,2004,Carros Clássicos,S18_2238,163,40,100.0,6549.2,Médio,Euro Shopping Channel,05-05-2004
10259,3,Enviado,2,6,2004,Carros Clássicos,S18_2238,163,30,100.0,5697.9,Médio,Handji Gifts& Co,15-06-2004
10271,4,Enviado,3,7,2004,Carros Clássicos,S18_2238,163,50,100.0,9169.0,Grande,Mini Gifts Distributors Ltd.,20-07-2004
10282,13,Enviado,3,8,2004,Carros Clássicos,S18_2238,163,23,100.0,3238.63,Médio,Mini Gifts Distributors Ltd.,20-08-2004
10292,7,Enviado,3,9,2004,Carros Clássicos,S18_2238,163,26,100.0,4554.94,Médio,Land of Toys Inc.,08-09-2004
10305,4,Enviado,4,10,2004,Carros Clássicos,S18_2238,163,27,100.0,3934.44,Médio,Marta's Replicas Co.,13-10-2004
10314,13,Enviado,4,10,2004,Carros Clássicos,S18_2238,163,42,100.0,5776.26,Médio,Heintze Collectables,22-10-2004
10324,8,Enviado,4,11,2004,Carros Clássicos,S18_2238,163,47,100.0,7207.45,Grande,Vitachrome Inc.,05-11-2004
10336,6,Enviado,4,11,2004,Carros Clássicos,S18_2238,163,49,100.0,7460.74,Grande,"La Corne D'abondance, Co.",20-11-2004
10349,8,Enviado,4,12,2004,Carros Clássicos,S18_2238,163,38,100.0,6719.54,Médio,Muscle Machine Inc,01-12-2004
10358,10,Enviado,4,12,2004,Carros Clássicos,S18_2238,163,20,100.0,2428.0,Pequeno,Euro Shopping Channel,10-12-2004
10371,7,Enviado,1,1,2005,Carros Clássicos,S18_2238,163,25,100.0,2602.25,Pequeno,Mini Gifts Distributors Ltd.,23-01-2005
10382,5,Enviado,1,2,2005,Carros Clássicos,S18_2238,163,25,88.0,2200.0,Pequeno,Mini Gifts Distributors Ltd.,17-02-2005
10412,4,Enviado,2,5,2005,Carros Clássicos,S18_2238,163,41,100.0,6712.93,Médio,Euro Shopping Channel,03-05-2005
10425,3,Em processamento,2,5,2005,Carros Clássicos,S18_2238,163,28,100.0,5318.04,Médio,La Rochelle Gifts,31-05-2005
10100,2,Enviado,1,1,2003,Carros Antigos,S18_2248,60,50,67.8,3390.0,Médio,Online Diecast Creations Co.,06-01-2003
10110,6,Enviado,1,3,2003,Carros Antigos,S18_2248,60,32,50.25,1608.0,Pequeno,"AV Stores, Co.",18-03-2003
10124,5,Enviado,2,5,2003,Carros Antigos,S18_2248,60,42,53.88,2262.96,Pequeno,Signal Gift Stores,21-05-2003
10149,10,Enviado,3,9,2003,Carros Antigos,S18_2248,60,24,62.36,1496.64,Pequeno,Signal Collectibles Ltd.,12-09-2003
10162,8,Enviado,4,10,2003,Carros Antigos,S18_2248,60,27,69.62,1879.74,Pequeno,Corporate Gift Ideas Co.,18-10-2003
10173,12,Enviado,4,11,2003,Carros Antigos,S18_2248,60,26,57.51,1495.26,Pequeno,Rovelli Gifts,05-11-2003
10182,9,Enviado,4,11,2003,Carros Antigos,S18_2248,60,38,61.15,2323.7,Pequeno,Mini Gifts Distributors Ltd.,12-11-2003
10193,13,Enviado,4,11,2003,Carros Antigos,S18_2248,60,42,59.33,2491.86,Pequeno,"Australian Collectables, Ltd",21-11-2003
10204,3,Enviado,4,12,2003,Carros Antigos,S18_2248,60,23,71.44,1643.12,Pequeno,Muscle Machine Inc,02-12-2003
10214,6,Enviado,1,1,2004,Carros Antigos,S18_2248,60,21,62.96,1322.16,Pequeno,"Corrida Auto Replicas, Ltd",26-01-2004
10227,9,Enviado,1,3,2004,Carros Antigos,S18_2248,60,28,50.85,1423.8,Pequeno,"Saveley & Henriot, Co.",02-03-2004
10241,1,Enviado,2,4,2004,Carros Antigos,S18_2248,60,33,72.65,2397.45,Pequeno,Mini Caravy,13-04-2004
10280,15,Enviado,3,8,2004,Carros Antigos,S18_2248,60,25,62.96,1574.0,Pequeno,Amica Models & Co.,17-08-2004
10288,4,Enviado,3,9,2004,Carros Antigos,S18_2248,60,28,61.75,1729.0,Pequeno,Handji Gifts& Co,01-09-2004
10303,2,Enviado,4,10,2004,Carros Antigos,S18_2248,60,46,49.04,2255.84,Pequeno,"Iberia Gift Imports, Corp.",06-10-2004
10312,16,Enviado,4,10,2004,Carros Antigos,S18_2248,60,30,61.15,1834.5,Pequeno,Mini Gifts Distributors Ltd.,21-10-2004
10332,9,Enviado,4,11,2004,Carros Antigos,S18_2248,60,38,84.25,3201.5,Médio,"AV Stores, Co.",17-11-2004
10344,2,Enviado,4,11,2004,Carros Antigos,S18_2248,60,40,56.91,2276.4,Pequeno,Marseille Mini Autos,25-11-2004
10367,4,Resolvido,1,1,2005,Carros Antigos,S18_2248,60,45,100.0,8884.8,Grande,Toys4GrownUps.com,12-01-2005
10379,1,Enviado,1,2,2005,Carros Antigos,S18_2248,60,27,49.3,1331.1,Pequeno,Euro Shopping Channel,10-02-2005
10407,1,Em espera,2,4,2005,Carros Antigos,S18_2248,60,42,72.65,3051.3,Médio,The Sharp Gifts Warehouse,22-04-2005
10420,4,Em processamento,2,5,2005,Carros Antigos,S18_2248,60,36,63.57,2288.52,Pequeno,Souveniers And Things Co.,29-05-2005
10104,12,Enviado,1,1,2003,Caminhões e Ônibus,S18_2319,122,29,100.0,3772.61,Médio,Euro Shopping Channel,31-01-2003
10114,3,Enviado,2,4,2003,Caminhões e Ônibus,S18_2319,122,39,100.0,4164.42,Médio,"La Corne D'abondance, Co.",01-04-2003
10127,14,Enviado,2,6,2003,Caminhões e Ônibus,S18_2319,122,45,100.0,6295.95,Médio,Muscle Machine Inc,03-06-2003
10141,8,Enviado,3,8,2003,Caminhões e Ônibus,S18_2319,122,47,100.0,6287.66,Médio,Suominen Souveniers,01-08-2003
10151,6,Enviado,3,9,2003,Caminhões e Ônibus,S18_2319,122,49,100.0,5412.54,Médio,"Oulu Toy Supplies, Inc.",21-09-2003
10165,15,Enviado,4,10,2003,Caminhões e Ônibus,S18_2319,122,46,100.0,5984.14,Médio,"Dragon Souveniers, Ltd.",22-10-2003
10175,4,Enviado,4,11,2003,Caminhões e Ônibus,S18_2319,122,48,100.0,5891.04,Médio,"Stylish Desk Decors, Co.",06-11-2003
10184,9,Enviado,4,11,2003,Caminhões e Ônibus,S18_2319,122,46,100.0,5984.14,Médio,"Iberia Gift Imports, Corp.",14-11-2003
10195,9,Enviado,4,11,2003,Caminhões e Ônibus,S18_2319,122,35,100.0,3608.15,Médio,Mini Classics,25-11-2003
10207,10,Enviado,4,12,2003,Caminhões e Ônibus,S18_2319,122,43,100.0,5752.54,Médio,Diecast Collectables,09-12-2003
10229,4,Enviado,1,3,2004,Caminhões e Ônibus,S18_2319,122,26,100.0,3765.32,Médio,Mini Gifts Distributors Ltd.,11-03-2004
10246,8,Enviado,2,5,2004,Caminhões e Ônibus,S18_2319,122,22,98.18,2159.96,Pequeno,Euro Shopping Channel,05-05-2004
10259,7,Enviado,2,6,2004,Caminhões e Ônibus,S18_2319,122,34,99.41,3379.94,Médio,Handji Gifts& Co,15-06-2004
10271,8,Enviado,3,7,2004,Caminhões e Ônibus,S18_2319,122,50,100.0,5093.5,Médio,Mini Gifts Distributors Ltd.,20-07-2004
10281,4,Enviado,3,8,2004,Caminhões e Ônibus,S18_2319,122,48,100.0,5773.44,Médio,Diecast Classics Inc.,19-08-2004
10292,11,Enviado,3,9,2004,Caminhões e Ônibus,S18_2319,122,41,100.0,4528.86,Médio,Land of Toys Inc.,08-09-2004
10305,8,Enviado,4,10,2004,Caminhões e Ônibus,S18_2319,122,36,100.0,4816.08,Médio,Marta's Replicas Co.,13-10-2004
10313,2,Enviado,4,10,2004,Caminhões e Ônibus,S18_2319,122,29,100.0,3416.78,Médio,Canadian Gift Exchange Network,22-10-2004
10324,10,Enviado,4,11,2004,Caminhões e Ônibus,S18_2319,122,33,37.48,1236.84,Pequeno,Vitachrome Inc.,05-11-2004
10334,6,Em espera,4,11,2004,Caminhões e Ônibus,S18_2319,122,46,100.0,5814.86,Médio,"Volvo Model Replicas, Co",19-11-2004
10349,7,Enviado,4,12,2004,Caminhões e Ônibus,S18_2319,122,38,100.0,5223.48,Médio,Muscle Machine Inc,01-12-2004
10358,11,Enviado,4,12,2004,Caminhões e Ônibus,S18_2319,122,20,36.42,728.4,Pequeno,Euro Shopping Channel,10-12-2004
10370,5,Enviado,1,1,2005,Caminhões e Ônibus,S18_2319,122,22,100.0,3949.0,Médio,"Anna's Decorations, Ltd",20-01-2005
10383,11,Enviado,1,2,2005,Caminhões e Ônibus,S18_2319,122,27,100.0,3843.99,Médio,Euro Shopping Channel,22-02-2005
10412,8,Enviado,2,5,2005,Caminhões e Ônibus,S18_2319,122,56,98.18,5498.08,Médio,Euro Shopping Channel,03-05-2005
10425,7,Em processamento,2,5,2005,Caminhões e Ônibus,S18_2319,122,38,99.41,3777.58,Médio,La Rochelle Gifts,31-05-2005
10101,4,Enviado,1,1,2003,Carros Antigos,S18_2325,127,25,100.0,3782.0,Médio,"Blauer See Auto, Co.",09-01-2003
10110,4,Enviado,1,3,2003,Carros Antigos,S18_2325,127,33,100.0,3859.68,Médio,"AV Stores, Co.",18-03-2003
10124,3,Enviado,2,5,2003,Carros Antigos,S18_2325,127,42,100.0,4431.84,Médio,Signal Gift Stores,21-05-2003
10149,8,Enviado,3,9,2003,Carros Antigos,S18_2325,127,33,100.0,4950.33,Médio,Signal Collectibles Ltd.,12-09-2003
10162,6,Enviado,4,10,2003,Carros Antigos,S18_2325,127,38,100.0,4299.7,Médio,Corporate Gift Ideas Co.,18-10-2003
10173,10,Enviado,4,11,2003,Carros Antigos,S18_2325,127,31,100.0,4492.83,Médio,Rovelli Gifts,05-11-2003
10182,7,Enviado,4,11,2003,Carros Antigos,S18_2325,127,20,100.0,2212.0,Pequeno,Mini Gifts Distributors Ltd.,12-11-2003
10193,11,Enviado,4,11,2003,Carros Antigos,S18_2325,127,44,100.0,4642.88,Médio,"Australian Collectables, Ltd",21-11-2003
10204,1,Enviado,4,12,2003,Carros Antigos,S18_2325,127,26,100.0,3206.32,Médio,Muscle Machine Inc,02-12-2003
10214,4,Enviado,1,1,2004,Carros Antigos,S18_2325,127,27,100.0,3604.23,Médio,"Corrida Auto Replicas, Ltd",26-01-2004
10227,7,Enviado,1,3,2004,Carros Antigos,S18_2325,127,46,100.0,7017.76,Grande,"Saveley & Henriot, Co.",02-03-2004
10243,2,Enviado,2,4,2004,Carros Antigos,S18_2325,127,47,100.0,6154.18,Médio,Diecast Collectables,26-04-2004
10280,13,Enviado,3,8,2004,Carros Antigos,S18_2325,127,37,100.0,4750.8,Médio,Amica Models & Co.,17-08-2004
10288,2,Enviado,3,9,2004,Carros Antigos,S18_2325,127,31,100.0,3822.92,Médio,Handji Gifts& Co,01-09-2004
10304,17,Enviado,4,10,2004,Carros Antigos,S18_2325,127,24,100.0,2440.8,Pequeno,Auto Assoc. & Cie.,11-10-2004
10312,14,Enviado,4,10,2004,Carros Antigos,S18_2325,127,31,100.0,4729.36,Médio,Mini Gifts Distributors Ltd.,21-10-2004
10322,6,Enviado,4,11,2004,Carros Antigos,S18_2325,127,50,100.0,12536.5,Grande,Online Diecast Creations Co.,04-11-2004
10332,8,Enviado,4,11,2004,Carros Antigos,S18_2325,127,35,64.69,2264.15,Pequeno,"AV Stores, Co.",17-11-2004
10344,3,Enviado,4,11,2004,Carros Antigos,S18_2325,127,30,100.0,3928.2,Médio,Marseille Mini Autos,25-11-2004
10356,3,Enviado,4,12,2004,Carros Antigos,S18_2325,127,29,100.0,3630.22,Médio,Lyon Souveniers,09-12-2004
10367,5,Resolvido,1,1,2005,Carros Antigos,S18_2325,127,27,100.0,4196.07,Médio,Toys4GrownUps.com,12-01-2005
10380,10,Enviado,1,2,2005,Carros Antigos,S18_2325,127,40,100.0,4931.6,Médio,Euro Shopping Channel,16-02-2005
10390,16,Enviado,1,3,2005,Carros Antigos,S18_2325,127,31,98.99,3068.69,Médio,Mini Gifts Distributors Ltd.,04-03-2005
10409,2,Enviado,2,4,2005,Carros Antigos,S18_2325,127,6,100.0,785.64,Pequeno,Handji Gifts& Co,23-04-2005
10420,2,Em processamento,2,5,2005,Carros Antigos,S18_2325,127,45,100.0,4977.0,Médio,Souveniers And Things Co.,29-05-2005
10103,2,Enviado,1,1,2003,Caminhões e Ônibus,S18_2432,60,22,54.09,1189.98,Pequeno,Baane Mini Imports,29-01-2003
10114,6,Enviado,2,4,2003,Caminhões e Ônibus,S18_2432,60,45,68.67,3090.15,Médio,"La Corne D'abondance, Co.",01-04-2003
10126,2,Enviado,2,5,2003,Caminhões e Ônibus,S18_2432,60,43,65.02,2795.86,Pequeno,"Corrida Auto Replicas, Ltd",28-05-2003
10140,2,Enviado,3,7,2003,Caminhões e Ônibus,S18_2432,60,46,61.99,2851.54,Pequeno,Technics Stores Inc.,24-07-2003
10151,9,Enviado,3,9,2003,Caminhões e Ônibus,S18_2432,60,39,69.28,2701.92,Pequeno,"Oulu Toy Supplies, Inc.",21-09-2003
10165,18,Enviado,4,10,2003,Caminhões e Ônibus,S18_2432,60,31,71.1,2204.1,Pequeno,"Dragon Souveniers, Ltd.",22-10-2003
10175,7,Enviado,4,11,2003,Caminhões e Ônibus,S18_2432,60,41,69.28,2840.48,Pequeno,"Stylish Desk Decors, Co.",06-11-2003
10184,12,Enviado,4,11,2003,Caminhões e Ônibus,S18_2432,60,44,60.16,2647.04,Pequeno,"Iberia Gift Imports, Corp.",14-11-2003
10194,2,Enviado,4,11,2003,Caminhões e Ônibus,S18_2432,60,45,70.49,3172.05,Médio,"Saveley & Henriot, Co.",25-11-2003
10207,13,Enviado,4,12,2003,Caminhões e Ônibus,S18_2432,60,37,69.89,2585.93,Pequeno,Diecast Collectables,09-12-2003
10217,2,Enviado,1,2,2004,Caminhões e Ônibus,S18_2432,60,35,61.38,2148.3,Pequeno,Handji Gifts& Co,04-02-2004
10229,7,Enviado,1,3,2004,Caminhões e Ônibus,S18_2432,60,28,59.55,1667.4,Pequeno,Mini Gifts Distributors Ltd.,11-03-2004
10246,11,Enviado,2,5,2004,Caminhões e Ônibus,S18_2432,60,30,61.99,1859.7,Pequeno,Euro Shopping Channel,05-05-2004
10259,10,Enviado,2,6,2004,Caminhões e Ônibus,S18_2432,60,30,49.22,1476.6,Pequeno,Handji Gifts& Co,15-06-2004
10271,11,Enviado,3,7,2004,Caminhões e Ônibus,S18_2432,60,25,69.28,1732.0,Pequeno,Mini Gifts Distributors Ltd.,20-07-2004
10281,7,Enviado,3,8,2004,Caminhões e Ônibus,S18_2432,60,29,57.73,1674.17,Pequeno,Diecast Classics Inc.,19-08-2004
10291,2,Enviado,3,9,2004,Caminhões e Ônibus,S18_2432,60,26,57.73,1500.98,Pequeno,Scandinavian Gift Ideas,08-09-2004
10305,11,Enviado,4,10,2004,Caminhões e Ônibus,S18_2432,60,41,53.48,2192.68,Pequeno,Marta's Replicas Co.,13-10-2004
10313,5,Enviado,4,10,2004,Caminhões e Ônibus,S18_2432,60,34,52.87,1797.58,Pequeno,Canadian Gift Exchange Network,22-10-2004
10322,11,Enviado,4,11,2004,Caminhões e Ônibus,S18_2432,60,35,61.21,2142.35,Pequeno,Online Diecast Creations Co.,04-11-2004
10334,1,Em espera,4,11,2004,Caminhões e Ônibus,S18_2432,60,34,61.38,2086.92,Pequeno,"Volvo Model Replicas, Co",19-11-2004
10347,8,Enviado,4,11,2004,Caminhões e Ônibus,S18_2432,60,50,100.0,6834.5,Médio,"Australian Collectors, Co.",29-11-2004
10357,7,Enviado,4,12,2004,Caminhões e Ônibus,S18_2432,60,41,61.99,2541.59,Pequeno,Mini Gifts Distributors Ltd.,10-12-2004
10370,7,Enviado,1,1,2005,Caminhões e Ônibus,S18_2432,60,22,96.86,2130.92,Pequeno,"Anna's Decorations, Ltd",20-01-2005
10381,7,Enviado,1,2,2005,Caminhões e Ônibus,S18_2432,60,35,48.62,1701.7,Pequeno,Corporate Gift Ideas Co.,17-02-2005
10391,5,Enviado,1,3,2005,Caminhões e Ônibus,S18_2432,60,44,38.5,1694.0,Pequeno,"Anna's Decorations, Ltd",09-03-2005
10412,11,Enviado,2,5,2005,Caminhões e Ônibus,S18_2432,60,47,61.99,2913.53,Pequeno,Euro Shopping Channel,03-05-2005
10425,10,Em processamento,2,5,2005,Caminhões e Ônibus,S18_2432,60,19,49.22,935.18,Pequeno,La Rochelle Gifts,31-05-2005
10106,2,Enviado,1,2,2003,Aviões,S18_2581,84,34,90.39,3073.26,Médio,Rovelli Gifts,17-02-2003
10120,8,Enviado,2,4,2003,Aviões,S18_2581,84,29,71.81,2082.49,Pequeno,"Australian Collectors, Co.",29-04-2003
10133,3,Enviado,2,6,2003,Aviões,S18_2581,84,49,69.27,3394.23,Médio,Euro Shopping Channel,27-06-2003
10145,14,Enviado,3,8,2003,Aviões,S18_2581,84,30,85.32,2559.6,Pequeno,Toys4GrownUps.com,25-08-2003
10168,9,Enviado,4,10,2003,Aviões,S18_2581,84,21,70.96,1490.16,Pequeno,Technics Stores Inc.,28-10-2003
10210,7,Enviado,1,1,2004,Aviões,S18_2581,84,50,76.88,3844.0,Médio,Osaka Souveniers Co.,12-01-2004
10223,9,Enviado,1,2,2004,Aviões,S18_2581,84,47,100.0,4724.91,Médio,"Australian Collectors, Co.",20-02-2004
10235,3,Enviado,2,4,2004,Aviões,S18_2581,84,24,76.03,1824.72,Pequeno,"Royal Canadian Collectables, Ltd.",02-04-2004
10250,4,Enviado,2,5,2004,Aviões,S18_2581,84,27,98.84,2668.68,Pequeno,The Sharp Gifts Warehouse,11-05-2004
10263,10,Enviado,2,6,2004,Aviões,S18_2581,84,33,86.17,2843.61,Pequeno,Gift Depot Inc.,28-06-2004
10275,9,Enviado,3,7,2004,Aviões,S18_2581,84,35,90.39,3163.65,Médio,La Rochelle Gifts,23-07-2004
10284,1,Enviado,3,8,2004,Aviões,S18_2581,84,31,71.81,2226.11,Pequeno,"Norway Gifts By Mail, Co.",21-08-2004
10297,4,Enviado,3,9,2004,Aviões,S18_2581,84,25,82.79,2069.75,Pequeno,"Clover Collections, Co.",16-09-2004
